accession,keyword
O96006,Transcription regulation
O96006,Transferase
O96006,Ubl conjugation
O96006,Ubl conjugation pathway
O96006,Zinc
O96006,Zinc-finger
O96007,3D-structure
O96007,Cytoplasm
O96007,Disease variant
O96007,Molybdenum cofactor biosynthesis
O96007,Nucleus
O96007,Phosphoprotein
O96007,Proteomics identification
O96007,Reference proteome
O96007,Transferase
O96008,3D-structure
O96008,Alternative splicing
O96008,Direct protein sequencing
O96008,Ion transport
O96008,Membrane
O96008,Mitochondrion
O96008,Mitochondrion outer membrane
O96008,Porin
O96008,Protein transport
O96008,Proteomics identification
O96008,Reference proteome
O96008,Transmembrane
O96008,Transmembrane beta strand
O96008,Transport
O96009,Aspartyl protease
O96009,Direct protein sequencing
O96009,Disulfide bond
O96009,Glycoprotein
O96009,Hydrolase
O96009,Protease
O96009,Proteomics identification
O96009,Reference proteome
O96009,Secreted
O96009,Signal
O96009,Zymogen
O96011,Acetylation
O96011,Alternative splicing
O96011,Membrane
O96011,Peroxisome
O96011,Peroxisome biogenesis
O96011,Peroxisome biogenesis disorder
O96011,Proteomics identification
O96011,Reference proteome
O96011,Transmembrane
O96011,Transmembrane helix
O96013,3D-structure
O96013,Alternative splicing
O96013,Apoptosis
O96013,ATP-binding
O96013,Cell cycle
O96013,Cytoplasm
O96013,Kinase
O96013,Methylation
O96013,Nucleotide-binding
O96013,Phosphoprotein
O96013,Proteomics identification
O96013,Reference proteome
O96013,Serine/threonine-protein kinase
O96013,Transferase
O96013,Ubl conjugation
O96014,Developmental protein
O96014,Disulfide bond
O96014,Extracellular matrix
O96014,Glycoprotein
O96014,Lipoprotein
O96014,Proteomics identification
O96014,Reference proteome
O96014,Secreted
O96014,Signal
O96014,Wnt signaling pathway
O96015,Cell projection
O96015,Cilium
O96015,Cytoplasm
O96015,Cytoskeleton
O96015,Dynein
O96015,Microtubule
O96015,Motor protein
O96015,Proteomics identification
O96015,Reference proteome
O96017,3D-structure
O96017,Alternative splicing
O96017,Apoptosis
O96017,ATP-binding
O96017,Cell cycle
O96017,Cell division
O96017,Disease variant
O96017,DNA damage
O96017,DNA repair
O96017,Host-virus interaction
O96017,Kinase
O96017,Li-Fraumeni syndrome
O96017,Magnesium
O96017,Metal-binding
O96017,Mitosis
O96017,Nucleotide-binding
O96017,Nucleus
O96017,Phosphoprotein
O96017,Proteomics identification
O96017,Reference proteome
O96017,Serine/threonine-protein kinase
O96017,Transcription
O96017,Transcription regulation
O96017,Transferase
O96017,Tumor suppressor
O96017,Ubl conjugation
O96018,3D-structure
O96018,Acetylation
O96018,Cytoplasm
O96018,Phosphoprotein
O96018,Protein transport
O96018,Proteomics identification
O96018,Reference proteome
O96018,Repeat
O96018,Transport
O96019,3D-structure
O96019,Acetylation
O96019,Activator
O96019,Alternative splicing
O96019,Chromatin regulator
O96019,Direct protein sequencing
O96019,Disease variant
O96019,DNA damage
O96019,DNA recombination
O96019,DNA repair
O96019,Growth regulation
O96019,Intellectual disability
O96019,Isopeptide bond
O96019,Neurogenesis
O96019,Nucleus
O96019,Phosphoprotein
O96019,Proteomics identification
O96019,Reference proteome
O96019,Transcription
O96019,Transcription regulation
O96019,Ubl conjugation
O96020,3D-structure
O96020,Alternative splicing
O96020,Cell cycle
O96020,Cell division
O96020,Cyclin
O96020,Nucleus
O96020,Phosphoprotein
O96020,Proteomics identification
O96020,Reference proteome
O96024,Glycoprotein
O96024,Glycosyltransferase
O96024,Golgi apparatus
O96024,Lipid metabolism
O96024,Membrane
O96024,Proteomics identification
O96024,Reference proteome
O96024,Signal-anchor
O96024,Transferase
O96024,Transmembrane
O96024,Transmembrane helix
O96028,3D-structure
O96028,Alternative splicing
O96028,Chromatin regulator
O96028,Chromosomal rearrangement
O96028,Chromosome
O96028,Cytoplasm
O96028,Disease variant
O96028,DNA-binding
O96028,Intellectual disability
O96028,Metal-binding
O96028,Methyltransferase
O96028,Nucleus
O96028,Phosphoprotein
O96028,Proteomics identification
O96028,Proto-oncogene
O96028,Reference proteome
O96028,Repeat
O96028,S-adenosyl-L-methionine
O96028,Transcription
O96028,Transcription regulation
O96028,Transferase
O96028,Zinc
O96028,Zinc-finger
O96033,3D-structure
O96033,Cytoplasm
O96033,Disease variant
O96033,Molybdenum cofactor biosynthesis
O96033,Nucleotide-binding
O96033,Nucleus
O96033,Phosphoprotein
O96033,Proteomics identification
O96033,Reference proteome
O97980,Adaptive immunity
O97980,Direct protein sequencing
O97980,Immunity
O97980,Reference proteome
P00156,3D-structure
P00156,Cardiomyopathy
P00156,Cataract
P00156,Deafness
P00156,Disease variant
P00156,Electron transport
P00156,Heme
P00156,Iron
P00156,Leber hereditary optic neuropathy
P00156,Membrane
P00156,Metal-binding
P00156,Mitochondrion
P00156,Mitochondrion inner membrane
P00156,Primary mitochondrial disease
P00156,Proteomics identification
P00156,Reference proteome
P00156,Respiratory chain
P00156,Transmembrane
P00156,Transmembrane helix
P00156,Transport
P00156,Ubiquinone
P00167,3D-structure
P00167,Acetylation
P00167,Alternative splicing
P00167,Cytoplasm
P00167,Direct protein sequencing
P00167,Disease variant
P00167,Electron transport
P00167,Endoplasmic reticulum
P00167,Heme
P00167,Iron
P00167,Membrane
P00167,Metal-binding
P00167,Microsome
P00167,Proteomics identification
P00167,Reference proteome
P00167,Transmembrane
P00167,Transmembrane helix
P00167,Transport
P00325,3D-structure
P00325,Acetylation
P00325,Alternative splicing
P00325,Cytoplasm
P00325,Direct protein sequencing
P00325,Lipid metabolism
P00325,Metal-binding
P00325,NAD
P00325,Oxidoreductase
P00325,Phosphoprotein
P00325,Proteomics identification
P00325,Reference proteome
P00325,Zinc
P00326,3D-structure
P00326,Acetylation
P00326,Cytoplasm
P00326,Direct protein sequencing
P00326,Metal-binding
P00326,NAD
P00326,Oxidoreductase
P00326,Phosphoprotein
P00326,Proteomics identification
P00326,Reference proteome
P00326,Zinc
P00338,3D-structure
P00338,Acetylation
P00338,Alternative splicing
P00338,Cytoplasm
P00338,Direct protein sequencing
P00338,Disease variant
P00338,Glycogen storage disease
P00338,Isopeptide bond
P00338,NAD
P00338,Oxidoreductase
P00338,Phosphoprotein
P00338,Proteomics identification
P00338,Reference proteome
P00338,Ubl conjugation
P00352,3D-structure
P00352,Acetylation
P00352,Cell projection
P00352,Cytoplasm
P00352,Direct protein sequencing
P00352,Lipid metabolism
P00352,NAD
P00352,Nucleotide-binding
P00352,Oxidoreductase
P00352,Phosphoprotein
P00352,Proteomics identification
P00352,Reference proteome
P00367,3D-structure
P00367,Acetylation
P00367,ADP-ribosylation
P00367,Alternative splicing
P00367,ATP-binding
P00367,Direct protein sequencing
P00367,Disease variant
P00367,Endoplasmic reticulum
P00367,GTP-binding
P00367,Hydroxylation
P00367,Mitochondrion
P00367,NADP
P00367,Nucleotide-binding
P00367,Oxidoreductase
P00367,Phosphoprotein
P00367,Proteomics identification
P00367,Reference proteome
P00367,Transit peptide
P00374,3D-structure
P00374,Alternative splicing
P00374,Cytoplasm
P00374,Disease variant
P00374,Methotrexate resistance
P00374,Mitochondrion
P00374,NADP
P00374,Nucleus
P00374,One-carbon metabolism
P00374,Oxidoreductase
P00374,Proteomics identification
P00374,Reference proteome
P00374,RNA-binding
P00374,Ubl conjugation
P00387,3D-structure
P00387,Acetylation
P00387,Alternative promoter usage
P00387,Alternative splicing
P00387,Cholesterol biosynthesis
P00387,Cholesterol metabolism
P00387,Cytoplasm
P00387,Direct protein sequencing
P00387,Disease variant
P00387,Endoplasmic reticulum
P00387,FAD
P00387,Flavoprotein
P00387,Lipid biosynthesis
P00387,Lipid metabolism
P00387,Lipoprotein
P00387,Membrane
P00387,Mitochondrion
P00387,Mitochondrion outer membrane
P00387,Myristate
P00387,NAD
P00387,Oxidoreductase
P00387,Phosphoprotein
P00387,Proteomics identification
P00387,Reference proteome
P00387,Steroid biosynthesis
P00387,Steroid metabolism
P00387,Sterol biosynthesis
P00387,Sterol metabolism
P00390,3D-structure
P00390,Acetylation
P00390,Alternative initiation
P00390,Alternative splicing
P00390,Cytoplasm
P00390,Direct protein sequencing
P00390,Disease variant
P00390,Disulfide bond
P00390,FAD
P00390,Flavoprotein
P00390,Hereditary hemolytic anemia
P00390,Mitochondrion
P00390,NADP
P00390,Oxidoreductase
P00390,Proteomics identification
P00390,Redox-active center
P00390,Reference proteome
P00390,Transit peptide
P00395,3D-structure
P00395,Calcium
P00395,Copper
P00395,Deafness
P00395,Disease variant
P00395,Electron transport
P00395,Heme
P00395,Iron
P00395,Leber hereditary optic neuropathy
P00395,Magnesium
P00395,Membrane
P00395,Metal-binding
P00395,Mitochondrion
P00395,Mitochondrion inner membrane
P00395,Non-syndromic deafness
P00395,Primary mitochondrial disease
P00395,Proteomics identification
P00395,Reference proteome
P00395,Respiratory chain
P00395,Sodium
P00395,Translocase
P00395,Transmembrane
P00395,Transmembrane helix
P00395,Transport
P00403,3D-structure
P00403,Copper
P00403,Cytochrome c-type biogenesis
P00403,Disease variant
P00403,Electron transport
P00403,Magnesium
P00403,Membrane
P00403,Metal-binding
P00403,Mitochondrion
P00403,Mitochondrion inner membrane
P00403,Primary mitochondrial disease
P00403,Proteomics identification
P00403,Reference proteome
P00403,Respiratory chain
P00403,Translocase
P00403,Transmembrane
P00403,Transmembrane helix
P00403,Transport
P00414,3D-structure
P00414,Disease variant
P00414,Leber hereditary optic neuropathy
P00414,Membrane
P00414,Mitochondrion
P00414,Mitochondrion inner membrane
P00414,Primary mitochondrial disease
P00414,Proteomics identification
P00414,Reference proteome
P00414,Translocase
P00414,Transmembrane
P00414,Transmembrane helix
P00439,3D-structure
P00439,Allosteric enzyme
P00439,Direct protein sequencing
P00439,Disease variant
P00439,Iron
P00439,Metal-binding
P00439,Monooxygenase
P00439,Oxidoreductase
P00439,Phenylalanine catabolism
P00439,Phenylketonuria
P00439,Phosphoprotein
P00439,Proteomics identification
P00439,Reference proteome
P00441,3D-structure
P00441,Acetylation
P00441,Amyotrophic lateral sclerosis
P00441,Antioxidant
P00441,Copper
P00441,Cytoplasm
P00441,Direct protein sequencing
P00441,Disease variant
P00441,Disulfide bond
P00441,Lipoprotein
P00441,Metal-binding
P00441,Neurodegeneration
P00441,Nucleus
P00441,Oxidoreductase
P00441,Palmitate
P00441,Phosphoprotein
P00441,Proteomics identification
P00441,Reference proteome
P00441,Ubl conjugation
P00441,Zinc
P00450,3D-structure
P00450,Direct protein sequencing
P00450,Disulfide bond
P00450,Glycoprotein
P00450,Metal-binding
P00450,Oxidoreductase
P00450,Phosphoprotein
P00450,Proteomics identification
P00450,Reference proteome
P00450,Repeat
P00450,Secreted
P00450,Signal
P00451,3D-structure
P00451,Acute phase
P00451,Alternative splicing
P00451,Blood coagulation
P00451,Calcium
P00451,Direct protein sequencing
P00451,Disease variant
P00451,Disulfide bond
P00451,Glycoprotein
P00451,Hemophilia
P00451,Hemostasis
P00451,Metal-binding
P00451,Pharmaceutical
P00451,Proteomics identification
P00451,Reference proteome
P00451,Repeat
P00451,Secreted
P00451,Signal
P00451,Sulfation
P00451,Thrombophilia
P00480,3D-structure
P00480,Acetylation
P00480,Amino-acid biosynthesis
P00480,Arginine biosynthesis
P00480,Disease variant
P00480,Mitochondrion
P00480,Phosphoprotein
P00480,Proteomics identification
P00480,Reference proteome
P00480,Transferase
P00480,Transit peptide
P00480,Urea cycle
P00488,3D-structure
P00488,Acetylation
P00488,Acyltransferase
P00488,Blood coagulation
P00488,Calcium
P00488,Cytoplasm
P00488,Direct protein sequencing
P00488,Disease variant
P00488,Glycoprotein
P00488,Hemostasis
P00488,Metal-binding
P00488,Proteomics identification
P00488,Reference proteome
P00488,Secreted
P00488,Transferase
P00488,Zymogen
P00491,3D-structure
P00491,Acetylation
P00491,Cytoplasm
P00491,Direct protein sequencing
P00491,Disease variant
P00491,Glycosyltransferase
P00491,Phosphoprotein
P00491,Proteomics identification
P00491,Purine salvage
P00491,Reference proteome
P00491,Transferase
P00492,3D-structure
P00492,Acetylation
P00492,Cytoplasm
P00492,Direct protein sequencing
P00492,Disease variant
P00492,Glycosyltransferase
P00492,Gout
P00492,Isopeptide bond
P00492,Magnesium
P00492,Metal-binding
P00492,Nucleotide-binding
P00492,Phosphoprotein
P00492,Proteomics identification
P00492,Purine salvage
P00492,Reference proteome
P00492,Transferase
P00492,Ubl conjugation
P00505,3D-structure
P00505,Acetylation
P00505,Alternative splicing
P00505,Aminotransferase
P00505,Cell membrane
P00505,Direct protein sequencing
P00505,Disease variant
P00505,Epilepsy
P00505,Lipid transport
P00505,Membrane
P00505,Methylation
P00505,Mitochondrion
P00505,Nitration
P00505,Phosphoprotein
P00505,Proteomics identification
P00505,Pyridoxal phosphate
P00505,Reference proteome
P00505,Transferase
P00505,Transit peptide
P00505,Transport
P00519,3D-structure
P00519,Acetylation
P00519,Alternative splicing
P00519,Apoptosis
P00519,ATP-binding
P00519,Autophagy
P00519,Cell adhesion
P00519,Chromosomal rearrangement
P00519,Cytoplasm
P00519,Cytoskeleton
P00519,Disease variant
P00519,DNA damage
P00519,DNA repair
P00519,DNA-binding
P00519,Endocytosis
P00519,Kinase
P00519,Lipoprotein
P00519,Magnesium
P00519,Manganese
P00519,Membrane
P00519,Metal-binding
P00519,Mitochondrion
P00519,Myristate
P00519,Nucleotide-binding
P00519,Nucleus
P00519,Phosphoprotein
P00519,Proteomics identification
P00519,Proto-oncogene
P00519,Reference proteome
P00519,SH2 domain
P00519,SH3 domain
P00519,Transferase
P00519,Tyrosine-protein kinase
P00519,Ubl conjugation
P00533,3D-structure
P00533,Alternative splicing
P00533,ATP-binding
P00533,Cell membrane
P00533,Developmental protein
P00533,Direct protein sequencing
P00533,Disease variant
P00533,Disulfide bond
P00533,Endoplasmic reticulum
P00533,Endosome
P00533,Glycoprotein
P00533,Golgi apparatus
P00533,Host cell receptor for virus entry
P00533,Host-virus interaction
P00533,Hydroxylation
P00533,Isopeptide bond
P00533,Kinase
P00533,Lipoprotein
P00533,Membrane
P00533,Methylation
P00533,Nucleotide-binding
P00533,Nucleus
P00533,Palmitate
P00533,Phosphoprotein
P00533,Proteomics identification
P00533,Proto-oncogene
P00533,Receptor
P00533,Reference proteome
P00533,Repeat
P00533,Secreted
P00533,Signal
P00533,Transferase
P00533,Transmembrane
P00533,Transmembrane helix
P00533,Tyrosine-protein kinase
P00533,Ubl conjugation
P00540,ATP-binding
P00540,Cytoplasm
P00540,Disease variant
P00540,Kinase
P00540,Nucleotide-binding
P00540,Proteomics identification
P00540,Proto-oncogene
P00540,Reference proteome
P00540,Serine/threonine-protein kinase
P00540,Transferase
P00558,3D-structure
P00558,Acetylation
P00558,Alternative splicing
P00558,ATP-binding
P00558,Cytoplasm
P00558,Direct protein sequencing
P00558,Disease variant
P00558,Glycolysis
P00558,Hereditary hemolytic anemia
P00558,Hydroxylation
P00558,Kinase
P00558,Magnesium
P00558,Metal-binding
P00558,Mitochondrion
P00558,Nucleotide-binding
P00558,Phosphoprotein
P00558,Proteomics identification
P00558,Reference proteome
P00558,Transferase
P00568,3D-structure
P00568,Acetylation
P00568,ATP-binding
P00568,Cytoplasm
P00568,Direct protein sequencing
P00568,Disease variant
P00568,Hereditary hemolytic anemia
P00568,Kinase
P00568,Nucleotide-binding
P00568,Phosphoprotein
P00568,Proteomics identification
P00568,Reference proteome
P00568,Transferase
P00709,3D-structure
P00709,Calcium
P00709,Direct protein sequencing
P00709,Disulfide bond
P00709,Glycoprotein
P00709,Lactose biosynthesis
P00709,Metal-binding
P00709,Milk protein
P00709,Proteomics identification
P00709,Reference proteome
P00709,Secreted
P00709,Signal
P00709,Zinc
P00734,3D-structure
P00734,Acute phase
P00734,Blood coagulation
P00734,Calcium
P00734,Cleavage on pair of basic residues
P00734,Direct protein sequencing
P00734,Disease variant
P00734,Disulfide bond
P00734,Gamma-carboxyglutamic acid
P00734,Glycoprotein
P00734,Hemostasis
P00734,Hydrolase
P00734,Kringle
P00734,Pharmaceutical
P00734,Protease
P00734,Proteomics identification
P00734,Reference proteome
P00734,Repeat
P00734,Secreted
P00734,Serine protease
P00734,Signal
P00734,Thrombophilia
P00734,Zymogen
P00736,3D-structure
P00736,Autocatalytic cleavage
P00736,Complement pathway
P00736,Direct protein sequencing
P00736,Disease variant
P00736,Disulfide bond
P00736,EGF-like domain
P00736,Ehlers-Danlos syndrome
P00736,Glycoprotein
P00736,Hydrolase
P00736,Hydroxylation
P00736,Immunity
P00736,Innate immunity
P00736,Phosphoprotein
P00736,Protease
P00736,Proteomics identification
P00736,Reference proteome
P00736,Repeat
P00736,Secreted
P00736,Serine protease
P00736,Signal
P00736,Sushi
P00738,3D-structure
P00738,Acute phase
P00738,Alternative splicing
P00738,Antibiotic
P00738,Antimicrobial
P00738,Antioxidant
P00738,Direct protein sequencing
P00738,Disease variant
P00738,Disulfide bond
P00738,Glycoprotein
P00738,Hemoglobin-binding
P00738,Immunity
P00738,Proteomics identification
P00738,Reference proteome
P00738,Repeat
P00738,Secreted
P00738,Serine protease homolog
P00738,Signal
P00738,Sushi
P00739,Alternative splicing
P00739,Disulfide bond
P00739,Hemoglobin-binding
P00739,Proteomics identification
P00739,Reference proteome
P00739,Secreted
P00739,Serine protease homolog
P00739,Signal
P00739,Sushi
P00740,3D-structure
P00740,Alternative splicing
P00740,Blood coagulation
P00740,Calcium
P00740,Cleavage on pair of basic residues
P00740,Direct protein sequencing
P00740,Disease variant
P00740,Disulfide bond
P00740,EGF-like domain
P00740,Gamma-carboxyglutamic acid
P00740,Glycoprotein
P00740,Hemophilia
P00740,Hemostasis
P00740,Hydrolase
P00740,Hydroxylation
P00740,Magnesium
P00740,Metal-binding
P00740,Pharmaceutical
P00740,Phosphoprotein
P00740,Protease
P00740,Proteomics identification
P00740,Reference proteome
P00740,Repeat
P00740,Secreted
P00740,Serine protease
P00740,Signal
P00740,Sulfation
P00740,Thrombophilia
P00740,Zymogen
P00742,3D-structure
P00742,Blood coagulation
P00742,Calcium
P00742,Cleavage on pair of basic residues
P00742,Direct protein sequencing
P00742,Disease variant
P00742,Disulfide bond
P00742,EGF-like domain
P00742,Gamma-carboxyglutamic acid
P00742,Glycoprotein
P00742,Hemostasis
P00742,Hydrolase
P00742,Hydroxylation
P00742,Protease
P00742,Proteomics identification
P00742,Reference proteome
P00742,Repeat
P00742,Secreted
P00742,Serine protease
P00742,Signal
P00742,Zymogen
P00746,3D-structure
P00746,Complement alternate pathway
P00746,Direct protein sequencing
P00746,Disease variant
P00746,Disulfide bond
P00746,Hydrolase
P00746,Immunity
P00746,Innate immunity
P00746,Protease
P00746,Proteomics identification
P00746,Reference proteome
P00746,Secreted
P00746,Serine protease
P00746,Signal
P00746,Zymogen
P00747,3D-structure
P00747,Blood coagulation
P00747,Cleavage on pair of basic residues
P00747,Direct protein sequencing
P00747,Disease variant
P00747,Disulfide bond
P00747,Fibrinolysis
P00747,Glycoprotein
P00747,Hemostasis
P00747,Hydrolase
P00747,Kringle
P00747,Phosphoprotein
P00747,Protease
P00747,Proteomics identification
P00747,Reference proteome
P00747,Repeat
P00747,Secreted
P00747,Serine protease
P00747,Signal
P00747,Thrombophilia
P00747,Tissue remodeling
P00747,Zymogen
P00748,3D-structure
P00748,Blood coagulation
P00748,Direct protein sequencing
P00748,Disease variant
P00748,Disulfide bond
P00748,EGF-like domain
P00748,Fibrinolysis
P00748,Glycoprotein
P00748,Hemostasis
P00748,Hydrolase
P00748,Kringle
P00748,Protease
P00748,Proteomics identification
P00748,Reference proteome
P00748,Repeat
P00748,Secreted
P00748,Serine protease
P00748,Signal
P00748,Zymogen
P00749,3D-structure
P00749,Alternative splicing
P00749,Blood coagulation
P00749,Direct protein sequencing
P00749,Disulfide bond
P00749,EGF-like domain
P00749,Fibrinolysis
P00749,Glycoprotein
P00749,Hemostasis
P00749,Hydrolase
P00749,Kringle
P00749,Pharmaceutical
P00749,Phosphoprotein
P00749,Plasminogen activation
P00749,Protease
P00749,Proteomics identification
P00749,Reference proteome
P00749,Secreted
P00749,Serine protease
P00749,Signal
P00749,Zymogen
P00750,3D-structure
P00750,Alternative splicing
P00750,Cleavage on pair of basic residues
P00750,Direct protein sequencing
P00750,Disulfide bond
P00750,EGF-like domain
P00750,Glycoprotein
P00750,Hydrolase
P00750,Kringle
P00750,Pharmaceutical
P00750,Plasminogen activation
P00750,Protease
P00750,Proteomics identification
P00750,Reference proteome
P00750,Repeat
P00750,Secreted
P00750,Serine protease
P00750,Signal
P00750,Zymogen
P00751,3D-structure
P00751,Age-related macular degeneration
P00751,Alternative splicing
P00751,Cleavage on pair of basic residues
P00751,Complement alternate pathway
P00751,Direct protein sequencing
P00751,Disease variant
P00751,Disulfide bond
P00751,Glycation
P00751,Glycoprotein
P00751,Hemolytic uremic syndrome
P00751,Hydrolase
P00751,Immunity
P00751,Innate immunity
P00751,Protease
P00751,Proteomics identification
P00751,Reference proteome
P00751,Repeat
P00751,Secreted
P00751,Serine protease
P00751,Signal
P00751,Sushi
P00751,Zymogen
P00797,3D-structure
P00797,Alternative splicing
P00797,Aspartyl protease
P00797,Cleavage on pair of basic residues
P00797,Direct protein sequencing
P00797,Disease variant
P00797,Disulfide bond
P00797,Glycoprotein
P00797,Hydrolase
P00797,Membrane
P00797,Protease
P00797,Proteomics identification
P00797,Reference proteome
P00797,Secreted
P00797,Signal
P00797,Zymogen
P00813,3D-structure
P00813,Acetylation
P00813,Cell adhesion
P00813,Cell junction
P00813,Cell membrane
P00813,Cytoplasm
P00813,Cytoplasmic vesicle
P00813,Direct protein sequencing
P00813,Disease variant
P00813,Hereditary hemolytic anemia
P00813,Hydrolase
P00813,Lysosome
P00813,Membrane
P00813,Metal-binding
P00813,Nucleotide metabolism
P00813,Proteomics identification
P00813,Reference proteome
P00813,SCID
P00813,Zinc
P00846,3D-structure
P00846,ATP synthesis
P00846,Cardiomyopathy
P00846,CF(0)
P00846,Disease variant
P00846,Hydrogen ion transport
P00846,Ion transport
P00846,Leber hereditary optic neuropathy
P00846,Leigh syndrome
P00846,Membrane
P00846,Mitochondrion
P00846,Mitochondrion inner membrane
P00846,Neuropathy
P00846,Primary mitochondrial disease
P00846,Proteomics identification
P00846,Reference proteome
P00846,Retinitis pigmentosa
P00846,Transmembrane
P00846,Transmembrane helix
P00846,Transport
P00915,3D-structure
P00915,Acetylation
P00915,Cytoplasm
P00915,Direct protein sequencing
P00915,Lyase
P00915,Metal-binding
P00915,Proteomics identification
P00915,Reference proteome
P00915,Zinc
P00918,3D-structure
P00918,Acetylation
P00918,Cell membrane
P00918,Cytoplasm
P00918,Direct protein sequencing
P00918,Disease variant
P00918,Lyase
P00918,Membrane
P00918,Metal-binding
P00918,Osteopetrosis
P00918,Phosphoprotein
P00918,Proteomics identification
P00918,Reference proteome
P00918,Zinc
P00966,3D-structure
P00966,Acetylation
P00966,Amino-acid biosynthesis
P00966,Arginine biosynthesis
P00966,ATP-binding
P00966,Cytoplasm
P00966,Direct protein sequencing
P00966,Disease variant
P00966,Ligase
P00966,Nucleotide-binding
P00966,Phosphoprotein
P00966,Proteomics identification
P00966,Reference proteome
P00966,Urea cycle
P00973,3D-structure
P00973,Alternative splicing
P00973,Antiviral defense
P00973,ATP-binding
P00973,Cytoplasm
P00973,Disease variant
P00973,Endoplasmic reticulum
P00973,Host-virus interaction
P00973,Immunity
P00973,Innate immunity
P00973,Lipoprotein
P00973,Magnesium
P00973,Metal-binding
P00973,Microsome
P00973,Mitochondrion
P00973,Nucleotide-binding
P00973,Nucleotidyltransferase
P00973,Nucleus
P00973,Prenylation
P00973,Proteomics identification
P00973,Reference proteome
P00973,RNA-binding
P00973,Secreted
P00973,Transferase
P00995,3D-structure
P00995,Direct protein sequencing
P00995,Disease variant
P00995,Disulfide bond
P00995,Protease inhibitor
P00995,Proteomics identification
P00995,Reference proteome
P00995,Secreted
P00995,Serine protease inhibitor
P00995,Signal
P01008,3D-structure
P01008,Blood coagulation
P01008,Direct protein sequencing
P01008,Disease variant
P01008,Disulfide bond
P01008,Glycoprotein
P01008,Hemostasis
P01008,Heparin-binding
P01008,Phosphoprotein
P01008,Protease inhibitor
P01008,Proteomics identification
P01008,Reference proteome
P01008,Secreted
P01008,Serine protease inhibitor
P01008,Signal
P01008,Thrombophilia
P01009,3D-structure
P01009,Acute phase
P01009,Alternative splicing
P01009,Blood coagulation
P01009,Direct protein sequencing
P01009,Endoplasmic reticulum
P01009,Extracellular matrix
P01009,Glycoprotein
P01009,Hemostasis
P01009,Phosphoprotein
P01009,Protease inhibitor
P01009,Proteomics identification
P01009,Reference proteome
P01009,Secreted
P01009,Serine protease inhibitor
P01009,Signal
P01011,3D-structure
P01011,Acute phase
P01011,Alternative splicing
P01011,Direct protein sequencing
P01011,Glycoprotein
P01011,Protease inhibitor
P01011,Proteomics identification
P01011,Reference proteome
P01011,Secreted
P01011,Serine protease inhibitor
P01011,Signal
P01019,3D-structure
P01019,Direct protein sequencing
P01019,Disease variant
P01019,Disulfide bond
P01019,Glycoprotein
P01019,Proteomics identification
P01019,Reference proteome
P01019,Secreted
P01019,Signal
P01019,Vasoactive
P01019,Vasoconstrictor
P01023,3D-structure
P01023,Bait region
P01023,Direct protein sequencing
P01023,Disulfide bond
P01023,Glycoprotein
P01023,Isopeptide bond
P01023,Protease inhibitor
P01023,Proteomics identification
P01023,Reference proteome
P01023,Secreted
P01023,Serine protease inhibitor
P01023,Signal
P01023,Thioester bond
P01024,3D-structure
P01024,Age-related macular degeneration
P01024,Cleavage on pair of basic residues
P01024,Complement alternate pathway
P01024,Complement pathway
P01024,Direct protein sequencing
P01024,Disease variant
P01024,Disulfide bond
P01024,Fatty acid metabolism
P01024,Glycoprotein
P01024,Hemolytic uremic syndrome
P01024,Immunity
P01024,Inflammatory response
P01024,Innate immunity
P01024,Lipid metabolism
P01024,Phosphoprotein
P01024,Proteomics identification
P01024,Reference proteome
P01024,Secreted
P01024,Signal
P01024,Thioester bond
P01031,3D-structure
P01031,Cleavage on pair of basic residues
P01031,Complement alternate pathway
P01031,Complement pathway
P01031,Cytolysis
P01031,Direct protein sequencing
P01031,Disease variant
P01031,Disulfide bond
P01031,Glycoprotein
P01031,Immunity
P01031,Inflammatory response
P01031,Innate immunity
P01031,Membrane
P01031,Membrane attack complex
P01031,Proteomics identification
P01031,Reference proteome
P01031,Secreted
P01031,Signal
P01031,Target cell membrane
P01031,Target membrane
P01033,3D-structure
P01033,Direct protein sequencing
P01033,Disulfide bond
P01033,Glycoprotein
P01033,Growth factor
P01033,Metal-binding
P01033,Metalloenzyme inhibitor
P01033,Metalloprotease inhibitor
P01033,Phosphoprotein
P01033,Protease inhibitor
P01033,Proteomics identification
P01033,Reference proteome
P01033,Secreted
P01033,Signal
P01033,Zinc
P01034,3D-structure
P01034,Age-related macular degeneration
P01034,Amyloid
P01034,Amyloidosis
P01034,Direct protein sequencing
P01034,Disease variant
P01034,Disulfide bond
P01034,Glycoprotein
P01034,Leukodystrophy
P01034,Phosphoprotein
P01034,Protease inhibitor
P01034,Proteomics identification
P01034,Reference proteome
P01034,Secreted
P01034,Signal
P01034,Thiol protease inhibitor
P01036,Direct protein sequencing
P01036,Disulfide bond
P01036,Phosphoprotein
P01036,Protease inhibitor
P01036,Proteomics identification
P01036,Reference proteome
P01036,Secreted
P01036,Signal
P01036,Thiol protease inhibitor
P01037,Direct protein sequencing
P01037,Disulfide bond
P01037,Protease inhibitor
P01037,Proteomics identification
P01037,Reference proteome
P01037,Secreted
P01037,Signal
P01037,Thiol protease inhibitor
P01040,3D-structure
P01040,Acetylation
P01040,Cell adhesion
P01040,Cytoplasm
P01040,Direct protein sequencing
P01040,Ichthyosis
P01040,Protease inhibitor
P01040,Proteomics identification
P01040,Reference proteome
P01040,Thiol protease inhibitor
P01042,3D-structure
P01042,Alternative splicing
