accession,has_pdb
Q8NEV8,False
Q8NEV9,True
Q8NEW0,True
Q8NEX9,False
Q8NEY1,False
Q8NEY4,False
Q8NEY8,True
Q8NEZ2,True
Q8NEZ3,True
Q8NEZ4,True
Q8NEZ5,True
Q8NF37,False
Q8NF50,False
Q8NF64,False
Q8NF91,True
Q8NF99,False
Q8NFA0,False
Q8NFA2,True
Q8NFB2,False
Q8NFC6,False
Q8NFD2,False
Q8NFD5,True
Q8NFF2,False
Q8NFF5,True
Q8NFG4,True
Q8NFH3,True
Q8NFH4,True
Q8NFH5,True
Q8NFH8,True
Q8NFJ5,False
Q8NFJ6,False
Q8NFJ9,True
Q8NFL0,False
Q8NFM4,False
Q8NFM7,False
Q8NFN8,True
Q8NFP4,True
Q8NFP7,True
Q8NFP9,True
Q8NFQ8,True
Q8NFR3,False
Q8NFR9,False
Q8NFT2,True
Q8NFT6,False
Q8NFT8,False
Q8NFU0,False
Q8NFU1,True
Q8NFU3,True
Q8NFU5,True
Q8NFU7,True
Q8NFV4,False
Q8NFW1,False
Q8NFW5,False
Q8NFW8,False
Q8NFW9,False
Q8NFX7,False
Q8NFY4,False
Q8NFY9,False
Q8NFZ0,True
Q8NFZ3,False
Q8NFZ4,True
Q8NFZ5,True
Q8NFZ8,False
Q8NG06,True
Q8NG08,True
Q8NG11,False
Q8NG27,True
Q8NG31,True
Q8NG50,False
Q8NG66,False
Q8NG98,False
Q8NGC4,False
Q8NGI8,False
Q8NHC4,False
Q8NHE4,False
Q8NHG7,False
Q8NHG8,False
Q8NHH1,True
Q8NHH9,False
Q8NHJ6,True
Q8NHK3,False
Q8NHL6,True
Q8NHM5,True
Q8NHP1,False
Q8NHP6,True
Q8NHP8,False
Q8NHQ1,False
Q8NHQ9,False
Q8NHS0,True
Q8NHS1,False
Q8NHS2,False
Q8NHS3,False
Q8NHS9,False
Q8NHU2,True
Q8NHU3,False
Q8NHU6,True
Q8NHV1,True
Q8NHV4,True
Q8NHV9,False
Q8NHW3,True
Q8NHW4,False
Q8NHX9,True
Q8NHY0,False
Q8NHY2,True
Q8NHY3,False
Q8NHZ7,False
Q8NHZ8,True
Q8NI08,True
Q8NI17,True
Q8NI22,True
Q8NI27,True
Q8NI35,True
Q8NI36,True
Q8NI37,False
Q8NI38,False
Q8NI51,False
Q8NI60,True
Q8NI77,True
Q8TA86,False
Q8TAA9,True
Q8TAB3,True
Q8TAB5,False
Q8TAC2,True
Q8TAC9,False
Q8TAD2,False
Q8TAD4,False
Q8TAD8,True
Q8TAE7,False
Q8TAE8,True
Q8TAF3,True
Q8TAF8,False
Q8TAG5,False
Q8TAG9,False
Q8TAI7,True
Q8TAK5,False
Q8TAK6,False
Q8TAM1,False
Q8TAM2,False
Q8TAM6,False
Q8TAP4,False
Q8TAP6,False
Q8TAP8,False
Q8TAP9,False
Q8TAQ2,True
Q8TAS1,False
Q8TAT2,False
Q8TAT5,True
Q8TAT6,True
Q8TAU3,False
Q8TAV3,False
Q8TAX0,False
Q8TAX7,False
Q8TAX9,True
Q8TAY7,False
Q8TAZ6,False
Q8TB24,True
Q8TB36,True
Q8TB37,False
Q8TB40,False
Q8TB45,True
Q8TB61,False
Q8TB68,False
Q8TB72,True
Q8TB73,False
Q8TB92,False
Q8TBA6,False
Q8TBB0,False
Q8TBB1,True
Q8TBB6,False
Q8TBC3,True
Q8TBC4,True
Q8TBC5,False
Q8TBE0,False
Q8TBE1,False
Q8TBE3,False
Q8TBE7,False
Q8TBE9,True
Q8TBF2,False
Q8TBG4,True
Q8TBG9,False
Q8TBJ4,False
Q8TBK2,True
Q8TBK6,False
Q8TBM7,False
Q8TBM8,False
Q8TBN0,True
Q8TBP5,False
Q8TBX8,True
Q8TBY0,False
Q8TBY8,False
Q8TBY9,True
Q8TBZ2,False
Q8TBZ3,True
Q8TBZ6,True
Q8TBZ8,False
Q8TC05,False
Q8TC07,False
Q8TC12,False
Q8TC20,False
Q8TC26,False
Q8TC27,False
Q8TC29,True
Q8TC36,False
Q8TC41,False
Q8TC44,False
Q8TC57,False
Q8TC59,True
Q8TC71,False
Q8TC76,False
Q8TC84,False
Q8TC92,False
Q8TC94,False
Q8TCB7,True
Q8TCC7,False
Q8TCD1,False
Q8TCD5,True
Q8TCE6,True
Q8TCE9,True
Q8TCF1,True
Q8TCG1,True
Q8TCG2,True
Q8TCG5,True
Q8TCI5,False
Q8TCJ0,False
Q8TCJ2,True
Q8TCQ1,False
Q8TCS8,True
Q8TCT0,False
Q8TCT1,False
Q8TCT6,False
Q8TCT7,False
Q8TCT8,True
Q8TCT9,False
Q8TCU3,True
Q8TCU4,False
Q8TCU5,True
Q8TCU6,True
Q8TCX1,True
Q8TCX5,False
Q8TCY5,True
Q8TCY9,False
Q8TCZ2,False
Q8TD06,True
Q8TD07,False
Q8TD08,False
Q8TD10,False
Q8TD16,True
Q8TD17,False
Q8TD19,True
Q8TD20,False
Q8TD22,False
Q8TD23,False
Q8TD26,True
Q8TD30,True
Q8TD31,False
Q8TD43,True
Q8TD46,True
Q8TD57,True
Q8TD84,True
Q8TD91,False
Q8TDB4,False
Q8TDB6,True
Q8TDB8,False
Q8TDC0,False
Q8TDC3,False
Q8TDD1,True
Q8TDD2,False
Q8TDD5,True
Q8TDE3,False
Q8TDF5,False
Q8TDF6,True
Q8TDG2,False
Q8TDG4,False
Q8TDH9,False
Q8TDI0,True
Q8TDI7,False
Q8TDI8,True
Q8TDJ6,False
Q8TDL5,False
Q8TDM5,False
Q8TDM6,True
Q8TDN1,False
Q8TDN2,False
Q8TDN4,False
Q8TDN7,False
Q8TDP1,True
Q8TDQ0,True
Q8TDQ1,True
Q8TDQ7,False
Q8TDR0,True
Q8TDR2,False
Q8TDR4,False
Q8TDS4,True
Q8TDS5,False
Q8TDS7,True
Q8TDT2,False
Q8TDU6,True
Q8TDV0,False
Q8TDW0,True
Q8TDW5,False
Q8TDW7,False
Q8TDX5,True
Q8TDX6,False
Q8TDX7,True
Q8TDX9,False
Q8TDY2,True
Q8TDY4,True
Q8TDZ2,True
Q8TE02,False
Q8TE04,True
Q8TE12,True
Q8TE23,True
Q8TE49,True
Q8TE54,True
Q8TE56,False
Q8TE57,False
Q8TE58,False
Q8TE59,False
Q8TE60,False
Q8TE67,True
Q8TE68,True
Q8TE73,True
Q8TE76,True
Q8TE77,False
Q8TE85,False
Q8TE99,False
Q8TEA1,True
Q8TEA7,False
Q8TEA8,True
Q8TEB1,False
Q8TEB7,True
Q8TEB9,True
Q8TEC5,False
Q8TED0,True
Q8TED1,True
Q8TED4,True
Q8TED9,False
Q8TEH3,True
Q8TEJ3,False
Q8TEK3,True
Q8TEL6,False
Q8TEM1,True
Q8TEP8,True
Q8TEQ6,True
Q8TEQ8,False
Q8TER0,False
Q8TER5,False
Q8TES7,False
Q8TEU7,True
Q8TEU8,False
Q8TEV9,True
Q8TEW0,True
Q8TEW6,False
Q8TEW8,False
Q8TEX9,True
Q8TEY5,False
Q8TEY7,True
Q8TEZ7,False
Q8TF01,False
Q8TF05,False
Q8TF09,True
Q8TF17,False
Q8TF30,True
Q8TF40,True
Q8TF42,True
Q8TF46,True
Q8TF47,False
Q8TF50,False
Q8TF62,False
Q8TF63,False
Q8TF65,True
Q8TF66,False
Q8TF71,True
Q8TF72,True
Q8TF74,False
Q8TF76,True
Q8WTP8,False
Q8WTQ1,True
Q8WTQ7,False
Q8WTR2,True
Q8WTR4,False
Q8WTR7,True
Q8WTS1,False
Q8WTS6,True
Q8WTT0,True
Q8WTT2,True
Q8WTU0,True
Q8WTV0,False
Q8WTV1,False
Q8WTW3,False
Q8WTW4,True
Q8WTX7,True
Q8WTX9,False
Q8WU03,False
Q8WU08,True
Q8WU10,True
Q8WU17,False
Q8WU20,True
Q8WU39,True
Q8WU58,False
Q8WU66,False
Q8WU67,False
Q8WU68,False
Q8WU79,True
Q8WU90,False
Q8WUA4,True
Q8WUA7,True
Q8WUA8,False
Q8WUB8,True
Q8WUD1,True
Q8WUD6,True
Q8WUE5,False
Q8WUF5,True
Q8WUF8,False
Q8WUG5,False
Q8WUH2,False
Q8WUI4,True
Q8WUJ0,True
Q8WUJ3,False
Q8WUK0,False
Q8WUM0,True
Q8WUM4,True
Q8WUM9,False
Q8WUP2,True
Q8WUQ7,True
Q8WUU4,False
Q8WUU5,True
Q8WUU8,False
Q8WUW1,True
Q8WUX1,False
Q8WUX9,False
Q8WUY3,False
Q8WV16,True
Q8WV19,False
Q8WV22,True
Q8WV24,False
Q8WV28,True
Q8WV41,True
Q8WV44,True
Q8WV74,False
Q8WV92,True
Q8WV93,False
Q8WV99,True
Q8WVB3,False
Q8WVB6,True
Q8WVC0,True
Q8WVD3,False
Q8WVD5,True
Q8WVE7,False
Q8WVF1,False
Q8WVJ2,False
Q8WVJ9,False
Q8WVK7,True
Q8WVM0,True
Q8WVM7,True
Q8WVM8,False
Q8WVN6,False
Q8WVN8,True
Q8WVP5,False
Q8WVP7,False
Q8WVQ1,True
Q8WVR3,False
Q8WVS4,True
Q8WVT3,False
Q8WVV4,True
Q8WVV5,True
Q8WVV9,True
Q8WVX3,False
Q8WVX9,False
Q8WVY7,True
Q8WVZ1,False
Q8WVZ7,False
Q8WVZ9,False
Q8WW01,True
Q8WW12,False
Q8WW22,False
Q8WW24,True
Q8WW34,False
Q8WW35,True
Q8WW38,False
Q8WW43,True
Q8WWA0,True
Q8WWB3,False
Q8WWB5,False
Q8WWB7,False
Q8WWC4,False
Q8WWF3,False
Q8WWF5,False
Q8WWG9,False
Q8WWH4,False
Q8WWH5,True
Q8WWI1,True
Q8WWI5,True
Q8WWK9,False
Q8WWL2,True
Q8WWL7,False
Q8WWM7,False
Q8WWM9,True
Q8WWN8,True
Q8WWN9,True
Q8WWP7,True
Q8WWQ0,True
Q8WWQ2,False
Q8WWQ8,True
Q8WWR8,False
Q8WWT9,True
Q8WWU5,False
Q8WWV3,True
Q8WWV6,False
Q8WWW0,True
Q8WWW8,False
Q8WWX8,False
Q8WWX9,False
Q8WWY3,True
Q8WWY6,False
Q8WWY8,False
Q8WWZ1,True
Q8WWZ3,False
Q8WWZ4,False
Q8WWZ7,False
Q8WWZ8,False
Q8WX92,True
Q8WX93,True
Q8WX94,True
Q8WXA3,False
Q8WXA8,False
Q8WXA9,False
Q8WXB1,True
Q8WXC3,True
Q8WXC6,False
Q8WXD0,True
Q8WXD2,False
Q8WXD5,True
Q8WXE1,True
Q8WXE9,True
Q8WXF0,False
Q8WXF1,True
Q8WXF3,True
Q8WXF7,True
Q8WXF8,False
Q8WXG1,False
Q8WXG6,False
Q8WXG8,True
Q8WXG9,False
Q8WXH0,True
Q8WXH2,False
Q8WXH4,True
Q8WXH5,True
Q8WXH6,False
Q8WXI2,True
Q8WXI3,False
Q8WXI4,True
Q8WXI7,True
Q8WXI8,True
Q8WXI9,False
Q8WXK1,False
Q8WXK3,False
Q8WXK4,False
Q8WXR4,False
Q8WXS3,False
Q8WXS5,False
Q8WXS8,False
Q8WXU2,False
Q8WXW3,False
Q8WXX0,True
Q8WXX5,True
Q8WXX7,False
Q8WY07,False
Q8WY21,False
Q8WY36,False
Q8WY41,True
Q8WY54,False
Q8WY64,True
Q8WY91,True
Q8WY98,False
Q8WYA0,False
Q8WYA1,True
Q8WYA6,True
Q8WYB5,True
Q8WYH8,True
Q8WYJ6,True
Q8WYK0,True
Q8WYK2,False
Q8WYL5,False
Q8WYN0,True
Q8WYP3,False
Q8WYP5,True
Q8WYQ3,True
Q8WYQ5,True
Q8WYR1,False
Q8WYR4,True
Q8WZ04,False
Q8WZ19,True
Q8WZ42,True
Q8WZ55,False
Q8WZ59,False
Q8WZ60,False
Q8WZ73,True
Q8WZ74,False
Q8WZ75,False
Q8WZ82,False
Q8WZA1,True
Q8WZA2,False
Q8WZA9,True
Q92185,False
Q92186,False
Q92187,True
Q92466,True
Q92478,False
Q92481,True
Q92482,False
Q92484,True
Q92485,False
Q92496,False
Q92499,True
Q92502,False
Q92503,False
Q92504,True
Q92506,True
Q92508,True
Q92519,True
Q92520,True
Q92521,False
Q92522,True
Q92523,False
Q92526,False
Q92529,False
Q92530,True
Q92535,False
Q92536,True
Q92537,False
Q92538,False
Q92539,False
Q92540,True
Q92541,True
Q92542,True
Q92543,False
Q92544,False
Q92545,False
Q92546,False
Q92547,True
Q92551,False
Q92552,True
Q92556,True
Q92558,True
Q92560,True
Q92561,False
Q92562,True
Q92563,False
Q92564,True
Q92565,True
Q92567,False
Q92569,False
Q92570,True
Q92572,True
Q92574,True
Q92575,True
Q92581,False
Q92583,True
Q92585,True
Q92597,True
Q92598,True
Q92599,True
Q92600,True
Q92604,False
Q92608,True
Q92609,True
Q92611,False
Q92613,False
Q92614,False
Q92615,True
Q92616,False
Q92618,False
Q92619,True
Q92620,True
Q92621,True
Q92622,True
Q92624,True
Q92625,True
Q92626,False
Q92629,False
Q92630,True
Q92633,True
Q92636,False
Q92637,False
Q92643,True
Q92667,False
Q92673,True
Q92674,True
Q92681,False
Q92685,False
Q92686,False
Q92688,True
Q92692,True
Q92696,False
Q92698,False
Q92729,True
Q92730,True
Q92731,True
Q92733,False
Q92734,True
Q92736,True
Q92737,False
Q92738,True
Q92743,True
Q92747,True
Q92748,False
Q92750,False
Q92752,True
Q92753,False
Q92754,False
Q92759,True
Q92764,False
Q92765,False
Q92766,False
Q92769,True
Q92772,True
Q92777,False
Q92781,False
Q92782,False
Q92783,True
Q92784,True
Q92785,True
Q92786,True
Q92791,False
Q92793,True
Q92794,True
Q92796,True
Q92797,True
Q92800,True
Q92802,False
Q92804,True
Q92805,False
Q92806,True
Q92813,False
Q92817,True
Q92819,False
Q92820,True
Q92823,True
Q92824,False
Q92826,True
Q92830,True
Q92831,True
Q92832,True
Q92833,True
Q92834,True
Q92835,True
Q92837,True
Q92838,True
Q92839,False
Q92841,True
Q92843,True
Q92844,True
Q92845,False
Q92847,True
Q92851,False
Q92854,True
Q92858,False
Q92859,True
Q92870,False
Q92871,True
Q92874,False
Q92876,True
Q92878,True
Q92879,True
Q92882,True
Q92886,False
Q92887,True
Q92888,True
Q92889,True
Q92890,True
Q92896,False
Q92900,True
Q92901,False
Q92902,True
Q92903,False
Q92904,False
Q92905,True
Q92908,False
Q92911,False
Q92913,True
Q92915,False
Q92917,True
Q92918,True
Q92922,True
Q92925,False
Q92928,False
Q92930,False
Q92932,True
Q92934,True
Q92935,False
Q92945,True
Q92947,True
Q92949,False
Q92952,False
Q92953,False
Q92954,False
Q92956,True
Q92959,True
Q92963,True
Q92966,True
Q92968,True
Q92973,True
Q92974,True
Q92979,True
Q92982,True
Q92985,True
Q92988,False
Q92989,True
Q92990,True
Q92993,True
Q92994,False
Q92995,True
Q92997,True
Q93008,True
Q93009,True
Q93015,True
Q93033,False
Q93034,True
Q93038,True
Q93045,False
Q93050,True
Q93052,False
Q93062,True
Q93063,True
Q93070,False
Q93074,True
Q93077,True
Q93079,True
Q93084,False
Q93086,False
Q93088,True
Q93091,True
Q93096,True
Q93097,False
Q93098,False
Q93099,True
Q93100,True
Q95460,True
Q969D9,True
Q969E2,False
Q969E3,True
Q969E8,False
Q969F0,False
Q969F1,True
Q969F2,False
Q969F8,True
Q969F9,False
Q969G2,True
Q969G3,True
Q969G5,False
Q969G6,True
Q969G9,False
Q969H0,True
Q969H4,True
Q969H6,True
Q969H8,True
Q969I6,False
Q969J2,False
Q969J3,False
Q969J5,True
Q969K3,False
Q969K4,False
Q969K7,False
Q969L2,False
Q969L4,True
Q969M3,False
Q969M7,True
Q969N2,True
Q969N4,False
Q969P0,False
Q969P5,False
Q969P6,False
Q969Q1,True
Q969Q5,False
Q969Q6,False
Q969R2,False
Q969R5,True
Q969R8,True
Q969S0,False
Q969S2,False
Q969S3,True
Q969S6,False
Q969S8,False
Q969S9,True
Q969T4,False
Q969T7,True
Q969T9,False
Q969U6,False
Q969U7,True
Q969V1,True
Q969V3,True
Q969V4,True
Q969V5,True
Q969V6,True
Q969W0,True
Q969W1,False
Q969W9,False
Q969X0,True
Q969X1,False
Q969X2,False
Q969X5,False
Q969X6,True
Q969Y2,False
Q969Z0,True
Q969Z3,False
Q969Z4,False
Q96A08,True
Q96A09,False
Q96A11,False
Q96A25,False
Q96A26,False
Q96A29,False
Q96A32,False
Q96A33,True
Q96A37,False
Q96A44,True
Q96A49,True
Q96A54,True
Q96A56,False
Q96A57,False
Q96A58,True
Q96A59,False
Q96A61,False
Q96A65,True
Q96A70,False
Q96A72,True
Q96A83,True
Q96AA3,False
Q96AA8,False
Q96AB6,True
Q96AC1,True
Q96AD5,False
Q96AE4,True
Q96AE7,False
Q96AG3,True
Q96AG4,False
Q96AH0,False
Q96AH8,False
Q96AJ1,False
Q96AJ9,False
Q96AK3,False
Q96AN5,False
Q96AP0,True
Q96AP4,True
Q96AP7,False
Q96AQ6,False
Q96AQ7,False
Q96AQ8,False
Q96AT9,True
Q96AV8,False
Q96AW1,False
Q96AX1,True
Q96AX2,False
Q96AX9,False
Q96AY2,True
Q96AY3,False
Q96AY4,False
Q96AZ1,True
Q96AZ6,True
Q96B01,True
Q96B02,True
Q96B18,False
Q96B21,False
Q96B23,False
Q96B26,True
Q96B36,True
Q96B42,False
Q96B49,True
Q96B67,True
Q96B77,False
Q96B86,True
Q96B96,False
Q96B97,True
Q96BA8,False
Q96BD0,False
Q96BD5,True
Q96BD6,True
Q96BD8,True
Q96BF3,False
Q96BF6,False
Q96BH1,True
Q96BI1,False
Q96BI3,True
Q96BJ3,False
Q96BK5,False
Q96BM1,False
Q96BM9,True
Q96BN2,True
Q96BN8,True
Q96BP2,True
Q96BP3,True
Q96BR1,True
Q96BR5,True
Q96BR6,False
Q96BR9,False
Q96BS2,False
Q96BT3,True
Q96BT7,True
Q96BV0,False
Q96BW1,False
Q96BW5,False
Q96BW9,False
Q96BY2,True
Q96BY6,True
Q96BY7,False
Q96BY9,True
Q96BZ4,True
Q96BZ8,False
Q96BZ9,True
Q96C00,True
Q96C01,False
Q96C03,True
Q96C10,True
Q96C11,False
Q96C12,False
Q96C19,True
Q96C23,True
Q96C24,True
Q96C28,False
Q96C36,True
Q96C45,True
Q96C55,True
Q96C74,True
Q96C86,True
Q96C92,False
Q96CA5,True
Q96CB8,False
Q96CB9,True
Q96CC6,False
Q96CD2,True
Q96CE8,False
Q96CF2,True
Q96CG3,True
Q96CJ1,False
Q96CK0,False
Q96CM3,True
Q96CM4,False
Q96CM8,False
Q96CN4,False
Q96CN5,False
Q96CN9,False
Q96CP6,False
Q96CP7,False
Q96CQ1,False
Q96CS2,True
Q96CS3,True
Q96CS7,True
Q96CT7,True
Q96CU9,False
Q96CV9,True
Q96CW1,True
Q96CW5,True
Q96CW9,True
Q96CX3,False
Q96D03,False
Q96D05,False
Q96D09,False
Q96D15,False
Q96D21,False
Q96D31,True
Q96D42,True
Q96D46,True
Q96D53,False
Q96D59,False
Q96D71,False
Q96D96,True
Q96D98,False
Q96DA0,True
Q96DA2,True
Q96DA6,False
Q96DB2,False
Q96DB5,False
Q96DB9,True
Q96DC9,True
Q96DE0,True
Q96DE5,True
Q96DF8,True
Q96DG6,False
Q96DH6,True
Q96DI7,True
Q96DM3,True
Q96DN0,True
Q96DN2,False
Q96DN5,False
Q96DN6,False
Q96DP5,False
Q96DR4,True
Q96DR5,False
Q96DR7,True
Q96DR8,False
Q96DT5,False
Q96DT6,False
Q96DT7,True
Q96DU3,True
Q96DU7,True
Q96DV4,True
Q96DW6,False
Q96DX5,True
Q96DX7,False
Q96DX8,False
Q96DZ1,True
Q96DZ5,True
Q96DZ7,False
Q96DZ9,False
Q96E09,True
Q96E11,True
Q96E14,True
Q96E17,True
Q96E22,True
Q96E29,True
Q96E35,False
Q96E40,True
Q96E52,False
Q96E93,True
Q96EA4,True
Q96EB1,False
Q96EB6,True
Q96EC8,False
Q96ED9,False
Q96EE3,True
Q96EF0,True
Q96EF6,False
Q96EG1,False
Q96EG3,False
Q96EH3,True
Q96EH8,False
Q96EK4,True
Q96EK5,True
Q96EK6,True
Q96EK7,False
Q96EL1,True
Q96EL3,True
Q96EM0,True
Q96EN8,False
Q96EP0,True
Q96EP1,True
Q96EP5,True
Q96EP9,False
Q96EQ0,False
Q96EQ8,True
Q96ER9,False
Q96ES7,True
Q96EU6,False
Q96EU7,False
Q96EV2,False
Q96EV8,False
Q96EW2,False
Q96EX2,False
Q96EX3,True
Q96EY1,True
Q96EY4,True
Q96EY5,True
Q96EY7,True
Q96EY8,True
Q96EY9,False
Q96EZ8,False
Q96F07,False
Q96F10,True
Q96F15,True
Q96F24,True
Q96F25,False
Q96F44,True
Q96F45,False
Q96F46,True
Q96F81,True
Q96F85,False
Q96F86,True
Q96FA3,True
Q96FC9,False
Q96FE5,True
Q96FE7,False
Q96FF9,False
Q96FG2,False
Q96FH0,False
Q96FI4,True
Q96FJ0,True
Q96FJ2,True
Q96FL8,True
Q96FL9,False
Q96FM1,False
Q96FN4,False
Q96FN5,False
Q96FQ6,True
Q96FS4,False
Q96FT7,False
Q96FT9,True
Q96FV3,False
Q96FV9,True
Q96FW1,True
Q96FX2,True
Q96FX7,True
Q96FX8,False
Q96FZ2,True
Q96FZ5,False
Q96FZ7,True
Q96G01,False
Q96G03,False
Q96G04,True
Q96G21,True
Q96G23,False
Q96G25,True
Q96G28,False
Q96G30,False
Q96G42,False
Q96G46,False
Q96G61,False
Q96G74,True
Q96G75,False
Q96G79,False
Q96G91,False
Q96G97,True
Q96GA3,True
Q96GA7,True
Q96GC6,False
Q96GC9,False
Q96GD0,True
Q96GD3,True
Q96GD4,True
Q96GE4,False
Q96GE6,False
Q96GF1,False
Q96GG9,True
Q96GJ1,False
Q96GL9,False
Q96GM1,False
Q96GM5,True
Q96GM8,True
Q96GN5,True
Q96GP6,False
Q96GQ5,False
Q96GQ7,False
Q96GR2,False
Q96GR4,False
Q96GS4,False
Q96GS6,False
Q96GV9,False
Q96GW7,False
Q96GW9,False
Q96GX1,False
Q96GX5,True
Q96GX9,True
Q96GY3,True
Q96GZ6,False
Q96H15,True
Q96H20,True
Q96H22,True
Q96H55,False
Q96H72,False
Q96H86,False
Q96H96,False
Q96HA1,True
Q96HA7,True
Q96HA8,True
Q96HA9,False
Q96HB5,False
Q96HC4,True
Q96HD1,False
Q96HD9,False
Q96HE7,True
Q96HE8,False
Q96HF1,False
Q96HH6,False
Q96HH9,False
Q96HI0,True
Q96HJ3,False
Q96HJ5,False
Q96HN2,True
Q96HP0,False
Q96HP8,False
Q96HR3,True
Q96HR8,True
Q96HR9,False
Q96HS1,True
Q96HT8,False
Q96HU1,False
Q96HU8,True
Q96HW7,True
Q96HY6,True
Q96HY7,True
Q96HZ4,False
Q96I13,False
Q96I15,True
Q96I23,False
Q96I24,False
Q96I25,True
Q96I27,False
Q96I34,False
Q96I36,False
Q96I51,True
Q96I59,False
Q96I76,False
Q96I99,True
Q96IF1,False
Q96II8,False
Q96IJ6,True
Q96IK1,False
Q96IK5,False
Q96IL0,False
Q96IP4,True
Q96IQ9,False
Q96IR7,False
Q96IS3,False
Q96IT1,False
Q96IU2,False
Q96IU4,True
Q96IV0,True
Q96IV6,False
Q96IW7,False
Q96IX5,False
Q96IY1,True
Q96IY4,True
Q96IZ0,True
Q96IZ2,False
Q96IZ5,True
Q96IZ6,False
Q96IZ7,False
Q96J01,True
Q96J02,True
Q96J42,False
Q96J65,False
Q96J66,False
Q96J84,False
Q96J87,True
Q96J92,True
Q96J94,True
Q96JA1,True
Q96JA3,True
Q96JB1,False
Q96JB2,False
Q96JB3,True
Q96JB5,True
Q96JB6,False
Q96JB8,False
Q96JC1,True
Q96JC9,True
Q96JD6,False
Q96JE7,False
Q96JE9,False
Q96JF0,False
Q96JG6,False
Q96JG8,False
Q96JG9,False
Q96JH7,True
Q96JH8,True
Q96JI7,True
Q96JJ3,True
Q96JJ6,False
Q96JJ7,False
Q96JK2,True
Q96JK9,False
Q96JL9,False
Q96JM2,True
Q96JM3,True
Q96JM7,True
Q96JN0,True
Q96JN2,False
Q96JN8,True
Q96JP0,True
Q96JP2,True
Q96JP5,True
Q96JP9,False
Q96JQ0,True
Q96JQ5,False
Q96JS3,False
Q96JW4,False
Q96JX3,False
Q96JY0,True
Q96JY6,True
Q96JZ2,True
Q96K12,False
Q96K19,False
Q96K21,False
Q96K30,True
Q96K58,False
Q96K76,False
Q96K78,False
Q96K80,False
Q96K83,False
Q96KA5,False
Q96KB5,True
Q96KC8,True
Q96KG7,False
Q96KG9,False
Q96KJ9,False
Q96KK3,False
Q96KK4,False
Q96KK5,True
Q96KM6,True
Q96KN2,True
Q96KN3,False
Q96KN4,False
Q96KN7,True
Q96KN8,False
Q96KN9,True
Q96KP1,False
Q96KP4,True
Q96KP6,False
Q96KQ4,True
Q96KQ7,True
Q96KR6,False
Q96KR7,False
Q96KS0,True
Q96KV7,False
Q96L08,False
Q96L12,False
Q96L21,True
Q96L33,False
Q96L34,True
Q96L42,False
Q96L46,False
Q96L50,True
Q96L58,True
Q96L73,True
Q96L91,True
Q96L92,True
Q96L93,True
Q96L96,False
Q96LA5,False
Q96LA6,False
Q96LA8,True
Q96LA9,True
Q96LB1,True
Q96LB2,True
Q96LB3,False
Q96LB4,False
Q96LB8,True
Q96LB9,True
Q96LC7,False
Q96LC9,True
Q96LD1,False
Q96LD4,False
Q96LD8,True
Q96LI5,True
Q96LI6,False
Q96LJ7,True
Q96LJ8,False
Q96LK0,False
Q96LL4,False
Q96LL9,True
Q96LM5,False
Q96LM6,False
Q96LR2,False
Q96LR5,True
Q96LR9,False
Q96LT4,True
Q96LT7,True
Q96LT9,True
Q96LW4,True
Q96LW7,True
Q96LX7,False
Q96LX8,False
Q96LZ3,False
Q96LZ7,False
Q96M02,False
Q96M11,False
Q96M27,False
Q96M29,False
Q96M32,False
Q96M61,False
Q96M63,True
Q96M86,False
Q96M91,True
Q96M94,False
Q96M96,False
Q96M98,True
Q96MA6,False
Q96MC2,True
Q96MD2,True
Q96MF2,True
Q96MF7,True
Q96MG2,False
Q96MG7,True
Q96MG8,True
Q96MH2,False
Q96MH6,False
Q96MI9,False
Q96MK3,True
Q96MM3,False
Q96MM7,False
Q96MN2,True
Q96MN9,False
Q96MP8,False
Q96MR6,True
Q96MS0,True
Q96MT3,False
Q96MT7,True
Q96MT8,True
Q96MU7,True
Q96MU8,True
Q96MV1,False
Q96MV8,False
Q96MW5,False
Q96MX0,False
Q96MX3,False
Q96MY7,False
Q96N11,True
Q96N16,False
Q96N19,False
Q96N21,True
Q96N23,False
Q96N58,False
Q96N64,False
Q96N66,True
Q96N67,True
Q96N76,False
Q96N77,False
Q96N87,False
Q96N95,False
Q96N96,False
Q96NA2,True
Q96NB1,False
Q96NB2,False
Q96NB3,False
Q96NC0,True
Q96NE9,False
Q96NG3,True
Q96NG5,False
Q96NH3,False
Q96NI6,True
Q96NL3,False
Q96NL6,False
Q96NL8,False
Q96NM4,False
Q96NN9,True
Q96NR3,False
Q96NR8,False
Q96NT0,False
Q96NT3,False
Q96NT5,False
Q96NU1,False
Q96NU7,False
Q96NW4,True
Q96NW7,True
Q96NX5,True
Q96NY7,False
Q96NY8,True
Q96NY9,True
Q96NZ1,False
Q96NZ8,True
Q96NZ9,False
Q96P09,True
Q96P11,True
Q96P15,False
Q96P16,True
Q96P20,True
Q96P26,False
Q96P31,False
Q96P44,False
Q96P47,True
Q96P48,True
Q96P53,False
Q96P56,False
Q96P63,False
Q96P65,True
Q96P66,True
Q96P68,True
Q96P70,True
Q96P71,False
Q96PB1,False
Q96PB7,False
Q96PC2,False
Q96PC3,True
Q96PC5,False
Q96PD2,False
Q96PD4,True
Q96PD5,False
Q96PD6,False
Q96PD7,False
Q96PE1,False
Q96PE2,False
Q96PE3,False
